company_year_id,company_id,annual_report_id,ticker,name,cik,fiscal_year,filing_date,sec_accession_id,report_path,report_hash,file_format,file_size_bytes,extraction_status,form_type,data_version,created_at,updated_at
163,45,177,ECL,Ecolab,0000031462,2023,,ecl_10k_2023,data/raw/annual_reports/31462/2023/ecl_10k_2023.html,fe915b59aed0fd634b75ead7f1153ff4738dcbeefb5ade9b657aa20959ae705a,html,8772336,pending,10-K,v1,2025-12-07T06:14:50.935863+11:00,
164,45,178,ECL,Ecolab,0000031462,2024,,ecl_10k_2024,data/raw/annual_reports/31462/2024/ecl_10k_2024.txt,6d2bb738052241792a5bb2ba026ec7c7377bd8a658aac9c2e2a4bc9dddb628fc,txt,35078417,pending,10-K,v1,2025-12-07T06:14:50.935863+11:00,
165,45,179,ECL,Ecolab,0000031462,2025,,ecl_10k_2025,data/raw/annual_reports/31462/2025/ecl_10k_2025.html,975ec6abe0f3db85972bfe9745746a1c4c92306ec05336980234e8fdf628fb77,html,8220383,pending,10-K,v1,2025-12-07T06:14:50.935863+11:00,
166,46,180,EIX,Edison International,0000827052,2022,,eix_10k_2022,data/raw/annual_reports/827052/2022/eix_10k_2022.html,bff2f763a991d670ee29d42c2dd24ad888524f19fa0ee53504da8050a3de9c5a,html,8115685,pending,10-K,v1,2025-12-07T06:14:51.011150+11:00,
167,46,181,EIX,Edison International,0000827052,2024,,eix_10k_2024,data/raw/annual_reports/827052/2024/eix_10k_2024.txt,21d505c752a9bd67a6709d387ddda4c1222917c682b1ef013b22ee576871d797,txt,33888835,pending,10-K,v1,2025-12-07T06:14:51.011150+11:00,
168,46,182,EIX,Edison International,0000827052,2025,,eix_10k_2025,data/raw/annual_reports/827052/2025/eix_10k_2025.txt,e29820c05b44d7d5a52682ca80273b9657a425b19da044da54804ffab54b4841,txt,27033443,pending,10-K,v1,2025-12-07T06:14:51.011150+11:00,
169,47,183,EW,Edwards Lifesciences,0001099800,2021,,ew_10k_2021,data/raw/annual_reports/1099800/2021/ew_10k_2021.html,23937d389a4fe2e7aa57038a7cbb371e57787be0039247bb9194ce15c3e8f063,html,3687645,pending,10-K,v1,2025-12-07T06:14:51.068975+11:00,
170,47,184,EW,Edwards Lifesciences,0001099800,2024,,ew_10k_2024,data/raw/annual_reports/1099800/2024/ew_10k_2024.html,2275a3b81b15ffdecee0d0c75cf6cd2fd89bb8d5307bada31431ce4e6b969f90,html,2807361,pending,10-K,v1,2025-12-07T06:14:51.068975+11:00,
171,47,185,EW,Edwards Lifesciences,0001099800,2025,,ew_10k_2025,data/raw/annual_reports/1099800/2025/ew_10k_2025.html,f4404293b7f5a431ad16aee94293951c379fb6a37fabc18a8b60be5b382db538,html,3193702,pending,10-K,v1,2025-12-07T06:14:51.068975+11:00,
172,48,186,EA,Electronic Arts,0000712515,2021,,ea_10k_2021,data/raw/annual_reports/712515/2021/ea_10k_2021.txt,7859da6f44a82fa30c658bac6bf181b33df37da99ce3552b5880f39e73c791f6,txt,15317096,pending,10-K,v1,2025-12-07T06:14:51.087850+11:00,
173,48,187,EA,Electronic Arts,0000712515,2022,,ea_10k_2022,data/raw/annual_reports/712515/2022/ea_10k_2022.txt,cd4571055536a66841e00f0d0657b11ddc0c5d814a8915a013ac192d521167f8,txt,15279648,pending,10-K,v1,2025-12-07T06:14:51.087850+11:00,
174,48,188,EA,Electronic Arts,0000712515,2023,,ea_10k_2023,data/raw/annual_reports/712515/2023/ea_10k_2023.txt,7a611e45846dcd0ee0486c38c60c83a911888683ee197b147664b82d4d0bf7c7,txt,14926375,pending,10-K,v1,2025-12-07T06:14:51.087850+11:00,
175,48,189,EA,Electronic Arts,0000712515,2024,,ea_10k_2024,data/raw/annual_reports/712515/2024/ea_10k_2024.txt,50a2a0c20e53fb9e78e552d88ab4e4526615e07a7cd91f522b3a20577e780778,txt,13984366,pending,10-K,v1,2025-12-07T06:14:51.087850+11:00,
176,48,190,EA,Electronic Arts,0000712515,2025,,ea_10k_2025,data/raw/annual_reports/712515/2025/ea_10k_2025.txt,626ffa97465482d276f67290cd058d7bc8b2bd18ecb9b2acc95ccaac91c34450,txt,13608667,pending,10-K,v1,2025-12-07T06:14:51.087850+11:00,
177,49,191,ELV,Elevance Health,0001156039,2021,,elv_10k_2021,data/raw/annual_reports/1156039/2021/elv_10k_2021.txt,2c6b00fd4af477d59e7bc2dac212ac5a1da6f47f421d3f54c4f57b2d436c8bf8,txt,29792114,pending,10-K,v1,2025-12-07T06:14:51.172232+11:00,
178,49,192,ELV,Elevance Health,0001156039,2022,,elv_10k_2022,data/raw/annual_reports/1156039/2022/elv_10k_2022.html,d3efec7c1cd1a18563c6d455eeee128412b9bdb1a0195e54cc9b209ac0ad103b,html,5429581,pending,10-K,v1,2025-12-07T06:14:51.172232+11:00,
179,49,193,ELV,Elevance Health,0001156039,2023,,elv_10k_2023,data/raw/annual_reports/1156039/2023/elv_10k_2023.html,0e1ccc4eab3389a912ddc2ce4a977b789dab880af12c491e3e00ea5c296fb105,html,5496870,pending,10-K,v1,2025-12-07T06:14:51.172232+11:00,
180,49,194,ELV,Elevance Health,0001156039,2024,,elv_10k_2024,data/raw/annual_reports/1156039/2024/elv_10k_2024.html,4eff7f56cd9e354229a0748dc25e6f4e882cad419660468b5ddff9b602efbe80,html,4164544,pending,10-K,v1,2025-12-07T06:14:51.172232+11:00,
181,49,195,ELV,Elevance Health,0001156039,2025,,elv_10k_2025,data/raw/annual_reports/1156039/2025/elv_10k_2025.html,1f88996c8506b0832eae1503d15136d7464f596c754d2a4e95374a88f96e6969,html,4246972,pending,10-K,v1,2025-12-07T06:14:51.172232+11:00,
182,50,196,EMR,Emerson Electric,0000032604,2021,,emr_10k_2021,data/raw/annual_reports/32604/2021/emr_10k_2021.html,53702cefce9dcdd954c8bca7164786e015d3535adc543821505051b18134ad74,html,2675708,pending,10-K,v1,2025-12-07T06:14:51.258932+11:00,
183,50,197,EMR,Emerson Electric,0000032604,2022,,emr_10k_2022,data/raw/annual_reports/32604/2022/emr_10k_2022.html,94caad991c12649db270eb54bf61a0008aa197f68568aea48af9a0e9d13d571b,html,3105173,pending,10-K,v1,2025-12-07T06:14:51.258932+11:00,
184,50,198,EMR,Emerson Electric,0000032604,2024,,emr_10k_2024,data/raw/annual_reports/32604/2024/emr_10k_2024.html,ca7abdf98d10d1e00b5855509d8e596c2c731df1952dcb9cff7af579aa851512,html,2898562,pending,10-K,v1,2025-12-07T06:14:51.258932+11:00,
185,50,199,EMR,Emerson Electric,0000032604,2025,,emr_10k_2025,data/raw/annual_reports/32604/2025/emr_10k_2025.html,020acc4421c7c29f3ee02970da31ba4af64cf5bfdc4c8c6a789a98ae70427734,html,2830536,pending,10-K,v1,2025-12-07T06:14:51.258932+11:00,
186,51,200,ENPH,Enphase Energy,0001463101,2023,,enph_10k_2023,data/raw/annual_reports/1463101/2023/enph_10k_2023.txt,6e06874fd5c98658908cd89521f06c00c75fe9d9cf050caddd7c84adb9f27f17,txt,17642816,pending,10-K,v1,2025-12-07T06:14:51.286412+11:00,
187,52,201,ETR,Entergy,0000065984,2021,,etr_10k_2021,data/raw/annual_reports/65984/2021/etr_10k_2021.html,3ce919cc90479e919bc6366cbb0b80bf9f9d9b05c799653a77334a1a6b2861d6,html,19630995,pending,10-K,v1,2025-12-07T06:14:51.303755+11:00,
188,52,202,ETR,Entergy,0000065984,2024,,etr_10k_2024,data/raw/annual_reports/65984/2024/etr_10k_2024.html,6674dffa177c22ea8f14d4cf515bb5c8bb34776d72b9bfb88113ac8ef3ed0ded,html,15213193,pending,10-K,v1,2025-12-07T06:14:51.303755+11:00,
